cdate,acode,aname,scode,sname,fdust,ozone,nd,cm,sagas,airquality
2018-01-01,100,도심권,111121,중구,32,0.015,0.028,0.5,0.005,good
2018-01-01,104,동남권,111273,송파구,52,0.013,0.028,0.7,0.004,bad
2018-01-01,104,동남권,111262,서초구,49,0.011,0.031,0.6,0.005,normal
2018-01-01,104,동남권,111261,강남구,34,0.01,0.033,0.6,0.006,normal
2018-01-01,103,서남권,111301,양천구,37,0.008,0.037000000000000005,0.7,0.005,normal
2018-01-01,103,서남권,111281,금천구,39,0.01,0.036000000000000004,0.6,0.005,normal
2018-01-01,103,서남권,111251,관악구,38,0.008,0.036000000000000004,0.5,0.008,normal
2018-01-01,103,서남권,111241,동작구,40,0.012,0.035,0.5,0.005,good
2018-01-01,103,서남권,111231,영등포구,47,0.01,0.03,0.7,0.006999999999999999,normal
2018-01-01,103,서남권,111221,구로구,47,0.008,0.025,0.6,0.006999999999999999,bad
2018-01-01,103,서남권,111212,강서구,0,0.012,0.036000000000000004,0.7,0.004,good
2018-01-01,102,동북권,111311,노원구,42,0.012,0.034,0.8,0.006999999999999999,normal
2018-01-01,104,동남권,111274,강동구,48,0.01,0.038,0.7,0.005,normal
2018-01-01,102,동북권,111291,강북구,38,0.018000000000000002,0.026,0.6,0.004,good
2018-01-01,102,동북권,111171,도봉구,44,0.016,0.029,0.6,0.006,normal
2018-01-01,102,동북권,111161,성북구,43,0.01,0.04,0.7,0.006999999999999999,normal
2018-01-01,102,동북권,111152,동대문구,46,0.013,0.031,0.6,0.006,normal
2018-01-01,102,동북권,111151,중랑구,48,0.01,0.036000000000000004,0.7,0.006999999999999999,normal
2018-01-01,102,동북권,111142,성동구,47,0.01,0.032,0.3,0.006,normal
2018-01-01,102,동북권,111141,광진구,41,0.012,0.037000000000000005,0.7,0.005,normal
2018-01-01,101,서북권,111201,마포구,39,0.012,0.033,0.6,0.006,normal
2018-01-01,101,서북권,111181,은평구,41,0.014,0.017,0.6,0.003,normal
2018-01-01,100,도심권,111131,용산구,38,0.012,0.029,0.3,0.005,good
2018-01-01,100,도심권,111123,종로구,34,0.016,0.029,0.6,0.006999999999999999,good
2018-01-02,104,동남권,111274,강동구,46,0.009000000000000001,0.041,0.8,0.005,normal
2018-01-02,104,동남권,111273,송파구,53,0.011,0.033,0.9,0.005,bad
2018-01-02,104,동남권,111262,서초구,50,0.01,0.032,0.7,0.006,bad
2018-01-02,104,동남권,111261,강남구,34,0.006999999999999999,0.039,0.7,0.006,normal
2018-01-02,103,서남권,111301,양천구,39,0.008,0.038,0.8,0.005,normal
2018-01-02,103,서남권,111281,금천구,39,0.01,0.039,0.7,0.005,normal
2018-01-02,103,서남권,111251,관악구,37,0.006999999999999999,0.042,0.6,0.006999999999999999,normal
2018-01-02,103,서남권,111241,동작구,43,0.011,0.045,0.8,0.004,normal
2018-01-02,103,서남권,111231,영등포구,48,0.009000000000000001,0.037000000000000005,0.8,0.006999999999999999,normal
2018-01-02,103,서남권,111221,구로구,46,0.006999999999999999,0.024,0.8,0.006999999999999999,bad
2018-01-02,103,서남권,111212,강서구,23,0.012,0.037000000000000005,0.7,0.004,good
2018-01-02,102,동북권,111311,노원구,41,0.014,0.033,0.8,0.006,normal
2018-01-02,102,동북권,111291,강북구,32,0.02,0.028,0.6,0.004,good
2018-01-02,102,동북권,111171,도봉구,42,0.016,0.033,0.8,0.004,normal
2018-01-02,102,동북권,111161,성북구,43,0.012,0.041,0.9,0.006,normal
2018-01-02,102,동북권,111152,동대문구,43,0.011,0.043,0.7,0.006,normal
2018-01-02,102,동북권,111151,중랑구,46,0.008,0.042,0.8,0.006,normal
2018-01-02,102,동북권,111142,성동구,42,0.009000000000000001,0.033,0.5,0.005,normal
2018-01-02,102,동북권,111141,광진구,44,0.01,0.043,0.8,0.006,normal
2018-01-02,101,서북권,111201,마포구,40,0.01,0.043,0.9,0.005,normal
2018-01-02,101,서북권,111181,은평구,40,0.013,0.021,0.8,0.004,normal
2018-01-02,100,도심권,111131,용산구,38,0.009000000000000001,0.038,0.5,0.005,normal
2018-01-02,100,도심권,111123,종로구,36,0.01,0.044,0.9,0.006999999999999999,normal
2018-01-02,100,도심권,111121,중구,33,0.012,0.037000000000000005,0.8,0.005,good
2018-01-03,100,도심권,111123,종로구,31,0.016,0.025,0.6,0.006999999999999999,good
2018-01-03,104,동남권,111274,강동구,39,0.015,0.028,0.5,0.005,good
2018-01-03,104,동남권,111273,송파구,40,0.016,0.022,0.4,0.004,good
2018-01-03,104,동남권,111262,서초구,40,0.016,0.019,0.4,0.005,good
2018-01-03,104,동남권,111261,강남구,28,0.01,0.027000000000000003,0.5,0.006,good
2018-01-03,103,서남권,111301,양천구,33,0.015,0.022,0.5,0.004,good
2018-01-03,103,서남권,111281,금천구,33,0.016,0.026,0.5,0.005,good
2018-01-03,103,서남권,111251,관악구,30,0.012,0.025,0.3,0.006999999999999999,good
2018-01-03,103,서남권,111241,동작구,39,0.015,0.026,0.4,0.004,good
2018-01-03,103,서남권,111231,영등포구,40,0.012,0.024,0.6,0.006999999999999999,normal
2018-01-03,103,서남권,111221,구로구,39,0.012,0.016,0.4,0.006,normal
2018-01-03,103,서남권,111212,강서구,33,0.019,0.02,0.4,0.004,good
2018-01-03,102,동북권,111311,노원구,36,0.022,0.018000000000000002,0.5,0.006,good
2018-01-03,102,동북권,111291,강북구,30,0.026,0.016,0.5,0.004,better
2018-01-03,102,동북권,111171,도봉구,34,0.023,0.014,0.4,0.006,good
2018-01-03,102,동북권,111161,성북구,37,0.017,0.024,0.5,0.006,good
2018-01-03,102,동북권,111152,동대문구,37,0.017,0.024,0.5,0.006,good
2018-01-03,102,동북권,111151,중랑구,39,0.014,0.025,0.5,0.006,normal
2018-01-03,102,동북권,111142,성동구,37,0.012,0.024,0.5,0.005,normal
2018-01-03,102,동북권,111141,광진구,34,0.016,0.026,0.5,0.004,good
2018-01-03,101,서북권,111201,마포구,33,0.017,0.021,0.5,0.005,good
2018-01-03,100,도심권,111121,중구,30,0.018000000000000002,0.021,0.5,0.005,good
2018-01-03,101,서북권,111181,은평구,39,0.02,0.024,0.6,0.005,normal
2018-01-03,100,도심권,111131,용산구,36,0.013,0.025,0.3,0.005,good
2018-01-04,100,도심권,111121,중구,38,0.009000000000000001,0.036000000000000004,0.7,0.005,normal
2018-01-04,104,동남권,111274,강동구,55,0.011,0.036000000000000004,0.6,0.005,bad
2018-01-04,104,동남권,111273,송파구,57,0.013,0.029,0.6,0.005,bad
2018-01-04,104,동남권,111262,서초구,52,0.008,0.034,0.5,0.005,bad
2018-01-04,104,동남권,111261,강남구,34,0.006999999999999999,0.037000000000000005,0.6,0.006,bad
2018-01-04,103,서남권,111301,양천구,39,0.008,0.033,0.6,0.004,normal
2018-01-04,103,서남권,111281,금천구,42,0.009000000000000001,0.038,0.6,0.005,normal
2018-01-04,103,서남권,111251,관악구,41,0.006,0.039,0.4,0.006999999999999999,bad
2018-01-04,103,서남권,111241,동작구,49,0.009000000000000001,0.042,0.6,0.005,bad
2018-01-04,103,서남권,111231,영등포구,49,0.009000000000000001,0.031,0.7,0.006999999999999999,normal
2018-01-04,103,서남권,111221,구로구,48,0.006999999999999999,0.024,0.6,0.006,bad
2018-01-04,103,서남권,111212,강서구,61,0.01,0.034,0.5,0.003,bad
2018-01-04,102,동북권,111311,노원구,47,0.014,0.031,0.6,0.006,bad
2018-01-04,102,동북권,111291,강북구,39,0.015,0.031,0.6,0.004,good
2018-01-04,102,동북권,111171,도봉구,48,0.011,0.035,0.5,0.005,bad
2018-01-04,102,동북권,111161,성북구,47,0.01,0.038,0.7,0.006,normal
2018-01-04,102,동북권,111152,동대문구,48,0.011,0.039,0.6,0.006,normal
2018-01-04,102,동북권,111151,중랑구,51,0.011,0.033,0.6,0.006,bad
2018-01-04,102,동북권,111142,성동구,46,0.008,0.032,0.5,0.005,normal
2018-01-04,102,동북권,111141,광진구,43,0.014,0.033,0.5,0.005,normal
2018-01-04,101,서북권,111201,마포구,45,0.009000000000000001,0.036000000000000004,0.6,0.005,normal
2018-01-04,101,서북권,111181,은평구,38,0.015,0.03,0.6,0.005,normal
2018-01-04,100,도심권,111131,용산구,41,0.008,0.036000000000000004,0.4,0.005,normal
2018-01-04,100,도심권,111123,종로구,39,0.01,0.037000000000000005,0.7,0.006999999999999999,normal
2018-01-05,100,도심권,111121,중구,48,0.006,0.044,0.8,0.005,bad
2018-01-05,104,동남권,111274,강동구,67,0.006999999999999999,0.049,0.8,0.005,worse
2018-01-05,104,동남권,111273,송파구,65,0.008,0.038,0.7,0.006,bad
2018-01-05,104,동남권,111262,서초구,60,0.008,0.036000000000000004,0.6,0.006,bad
2018-01-05,104,동남권,111261,강남구,46,0.006,0.044,0.7,0.006,bad
2018-01-05,103,서남권,111301,양천구,51,0.006999999999999999,0.04,0.7,0.005,bad
2018-01-05,103,서남권,111281,금천구,49,0.009000000000000001,0.044,0.8,0.006,bad
2018-01-05,103,서남권,111251,관악구,48,0.006999999999999999,0.041,0.5,0.006999999999999999,bad
2018-01-05,103,서남권,111241,동작구,53,0.01,0.043,0.7,0.005,bad
2018-01-05,103,서남권,111231,영등포구,61,0.009000000000000001,0.034,0.8,0.008,worse
2018-01-05,103,서남권,111221,구로구,61,0.006,0.028,0.6,0.006999999999999999,worse
2018-01-05,103,서남권,111212,강서구,74,0.01,0.043,0.7,0.005,worse
2018-01-05,102,동북권,111311,노원구,63,0.008,0.044,0.9,0.006999999999999999,worse
2018-01-05,102,동북권,111291,강북구,56,0.013,0.042,0.8,0.005,bad
2018-01-05,102,동북권,111171,도봉구,65,0.012,0.039,0.8,0.004,worse
2018-01-05,102,동북권,111161,성북구,63,0.008,0.043,0.7,0.006,bad
2018-01-05,102,동북권,111152,동대문구,65,0.009000000000000001,0.049,0.7,0.006999999999999999,bad
2018-01-05,102,동북권,111151,중랑구,67,0.006,0.048,0.8,0.006999999999999999,worse
2018-01-05,102,동북권,111142,성동구,59,0.006,0.041,0.6,0.006,bad
2018-01-05,102,동북권,111141,광진구,64,0.008,0.048,0.9,0.005,worse
2018-01-05,101,서북권,111201,마포구,55,0.006999999999999999,0.043,0.8,0.006,bad
2018-01-05,101,서북권,111181,은평구,52,0.01,0.043,0.5,0.005,bad
2018-01-05,100,도심권,111131,용산구,50,0.006999999999999999,0.043,0.5,0.006,bad
2018-01-05,100,도심권,111123,종로구,51,0.006999999999999999,0.048,0.8,0.006999999999999999,bad
2018-01-06,102,동북권,111291,강북구,42,0.019,0.031,0.8,0.004,bad
2018-01-06,104,동남권,111274,강동구,63,0.006,0.051,0.9,0.005,worse
2018-01-06,104,동남권,111273,송파구,60,0.009000000000000001,0.04,0.7,0.005,bad
2018-01-06,104,동남권,111262,서초구,52,0.011,0.034,0.6,0.006,bad
2018-01-06,104,동남권,111261,강남구,35,0.01,0.037000000000000005,0.6,0.006,bad
2018-01-06,103,서남권,111301,양천구,42,0.01,0.038,0.7,0.005,bad
2018-01-06,103,서남권,111281,금천구,43,0.011,0.04,0.7,0.006,bad
2018-01-06,103,서남권,111251,관악구,44,0.009000000000000001,0.041,0.5,0.008,bad
2018-01-06,103,서남권,111241,동작구,47,0.012,0.04,0.6,0.005,bad
2018-01-06,103,서남권,111231,영등포구,53,0.01,0.034,0.7,0.006999999999999999,bad
2018-01-06,103,서남권,111221,구로구,55,0.009000000000000001,0.026,0.6,0.006999999999999999,worse
2018-01-06,103,서남권,111212,강서구,50,0.015,0.037000000000000005,0.7,0.004,bad
2018-01-06,102,동북권,111311,노원구,49,0.011,0.041,0.8,0.006999999999999999,bad
2018-01-06,102,동북권,111171,도봉구,52,0.017,0.034,0.8,0.006,bad
2018-01-06,102,동북권,111161,성북구,51,0.011,0.042,0.7,0.006,bad
2018-01-06,102,동북권,111152,동대문구,50,0.016,0.036000000000000004,0.6,0.006999999999999999,bad
2018-01-06,102,동북권,111151,중랑구,52,0.009000000000000001,0.043,0.8,0.006,bad
2018-01-06,102,동북권,111142,성동구,46,0.011,0.033,0.4,0.005,bad
2018-01-06,102,동북권,111141,광진구,54,0.009000000000000001,0.046,0.8,0.005,bad
2018-01-06,101,서북권,111201,마포구,45,0.014,0.035,0.7,0.005,bad
2018-01-06,101,서북권,111181,은평구,45,0.017,0.035,0.6,0.004,bad
2018-01-06,100,도심권,111131,용산구,44,0.013,0.033,0.4,0.005,bad
2018-01-06,100,도심권,111123,종로구,38,0.017,0.034,0.7,0.006999999999999999,bad
2018-01-06,100,도심권,111121,중구,38,0.015,0.033,0.7,0.005,bad
2018-01-07,102,동북권,111311,노원구,57,0.005,0.048,1.0,0.006999999999999999,worse
2018-01-07,104,동남권,111274,강동구,57,0.004,0.049,0.9,0.005,worse
2018-01-07,104,동남권,111273,송파구,57,0.005,0.041,0.9,0.005,bad
2018-01-07,104,동남권,111262,서초구,62,0.004,0.044,0.8,0.005,worse
2018-01-07,104,동남권,111261,강남구,46,0.003,0.048,0.7,0.006,worse
2018-01-07,103,서남권,111301,양천구,53,0.003,0.053,1.1,0.005,worse
2018-01-07,103,서남권,111281,금천구,53,0.003,0.055,1.0,0.005,worse
2018-01-07,103,서남권,111251,관악구,54,0.002,0.054000000000000006,0.8,0.006999999999999999,worse
2018-01-07,103,서남권,111241,동작구,59,0.004,0.057,1.0,0.005,worse
2018-01-07,103,서남권,111231,영등포구,58,0.005,0.043,0.8,0.006999999999999999,worse
2018-01-07,103,서남권,111221,구로구,62,0.003,0.034,0.8,0.006999999999999999,worse
2018-01-07,103,서남권,111212,강서구,67,0.004,0.056,1.0,0.004,worse
2018-01-07,102,동북권,111291,강북구,49,0.006999999999999999,0.047,0.9,0.004,bad
2018-01-07,102,동북권,111171,도봉구,56,0.006,0.05,0.9,0.004,worse
2018-01-07,102,동북권,111161,성북구,55,0.004,0.052000000000000005,0.9,0.006,worse
2018-01-07,102,동북권,111152,동대문구,57,0.005,0.057,0.8,0.006999999999999999,worse
2018-01-07,102,동북권,111151,중랑구,55,0.005,0.045,0.8,0.006,bad
2018-01-07,102,동북권,111142,성동구,55,0.004,0.042,0.7,0.005,worse
2018-01-07,102,동북권,111141,광진구,58,0.005,0.048,0.8,0.005,worse
2018-01-07,101,서북권,111201,마포구,55,0.004,0.051,0.9,0.005,worse
2018-01-07,101,서북권,111181,은평구,44,0.008,0.049,0.9,0.004,bad
2018-01-07,100,도심권,111131,용산구,53,0.004,0.045,0.6,0.005,bad
2018-01-07,100,도심권,111123,종로구,47,0.005,0.053,1.0,0.006999999999999999,bad
2018-01-07,100,도심권,111121,중구,46,0.004,0.049,0.9,0.004,bad
2018-01-08,100,도심권,111131,용산구,56,0.006,0.047,0.6,0.006,worse
2018-01-08,104,동남권,111274,강동구,55,0.006,0.051,0.9,0.006,worse
2018-01-08,104,동남권,111273,송파구,54,0.006999999999999999,0.043,0.8,0.006,bad
2018-01-08,104,동남권,111262,서초구,67,0.008,0.039,0.8,0.006,worse
2018-01-08,104,동남권,111261,강남구,52,0.005,0.05,0.8,0.006,worse
2018-01-08,103,서남권,111301,양천구,54,0.006,0.045,0.8,0.005,worse
2018-01-08,103,서남권,111281,금천구,58,0.008,0.048,0.9,0.006,worse
2018-01-08,103,서남권,111251,관악구,55,0.005,0.048,0.6,0.006999999999999999,worse
2018-01-08,103,서남권,111241,동작구,59,0.009000000000000001,0.05,0.8,0.005,worse
2018-01-08,103,서남권,111231,영등포구,62,0.006,0.039,0.7,0.006999999999999999,worse
2018-01-08,103,서남권,111221,구로구,65,0.005,0.03,0.7,0.006999999999999999,worse
2018-01-08,103,서남권,111212,강서구,62,0.009000000000000001,0.045,0.7,0.005,worse
2018-01-08,100,도심권,111123,종로구,49,0.006,0.053,0.9,0.006999999999999999,bad
2018-01-08,102,동북권,111311,노원구,61,0.006999999999999999,0.047,0.9,0.006999999999999999,worse
2018-01-08,100,도심권,111121,중구,52,0.006,0.048,0.9,0.005,worse
2018-01-08,102,동북권,111291,강북구,51,0.01,0.045,0.8,0.005,bad
2018-01-08,102,동북권,111171,도봉구,57,0.01,0.044,0.9,0.006,worse
2018-01-08,102,동북권,111161,성북구,54,0.006999999999999999,0.046,0.8,0.006,worse
2018-01-08,102,동북권,111152,동대문구,58,0.006,0.055,0.7,0.006999999999999999,bad
2018-01-08,102,동북권,111151,중랑구,55,0.005,0.052000000000000005,0.8,0.006999999999999999,worse
2018-01-08,102,동북권,111142,성동구,57,0.005,0.044,0.7,0.006,worse
2018-01-08,102,동북권,111141,광진구,64,0.006999999999999999,0.052000000000000005,0.9,0.006,worse
2018-01-08,101,서북권,111201,마포구,61,0.006999999999999999,0.049,0.9,0.006,worse
2018-01-08,101,서북권,111181,은평구,51,0.009000000000000001,0.047,0.9,0.005,bad
2018-01-09,100,도심권,111121,중구,37,0.024,0.016,0.4,0.004,good
2018-01-09,104,동남권,111274,강동구,47,0.023,0.019,0.5,0.005,normal
2018-01-09,104,동남권,111273,송파구,48,0.026,0.015,0.3,0.004,normal
2018-01-09,104,동남권,111262,서초구,48,0.022,0.016,0.4,0.006,normal
2018-01-09,104,동남권,111261,강남구,36,0.015,0.02,0.4,0.005,good
2018-01-09,103,서남권,111301,양천구,36,0.018000000000000002,0.02,0.4,0.004,good
2018-01-09,103,서남권,111281,금천구,40,0.022,0.021,0.4,0.005,good
2018-01-09,103,서남권,111251,관악구,37,0.019,0.02,0.2,0.006,normal
2018-01-09,103,서남권,111241,동작구,43,0.024,0.019,0.4,0.004,normal
2018-01-09,103,서남권,111231,영등포구,46,0.019,0.02,0.6,0.006,normal
2018-01-09,103,서남권,111221,구로구,47,0.016,0.014,0.4,0.006999999999999999,normal
2018-01-09,103,서남권,111212,강서구,38,0.024,0.019,0.4,0.004,normal
2018-01-09,102,동북권,111311,노원구,42,0.03,0.013,0.4,0.006,normal
2018-01-09,102,동북권,111291,강북구,40,0.034,0.01,0.4,0.004,good
2018-01-09,102,동북권,111171,도봉구,46,0.029,0.01,0.3,0.004,normal
2018-01-09,102,동북권,111161,성북구,43,0.023,0.016,0.4,0.005,normal
2018-01-09,102,동북권,111152,동대문구,48,0.023,0.018000000000000002,0.5,0.006,normal
2018-01-09,102,동북권,111151,중랑구,48,0.022,0.018000000000000002,0.5,0.006,normal
2018-01-09,102,동북권,111142,성동구,46,0.019,0.018000000000000002,0.4,0.005,normal
2018-01-09,102,동북권,111141,광진구,45,0.025,0.019,0.5,0.003,normal
2018-01-09,101,서북권,111201,마포구,40,0.023,0.019,0.5,0.005,normal
2018-01-09,101,서북권,111181,은평구,48,0.027000000000000003,0.02,0.5,0.004,normal
2018-01-09,100,도심권,111131,용산구,40,0.021,0.018000000000000002,0.3,0.004,good
2018-01-09,100,도심권,111123,종로구,37,0.023,0.021,0.5,0.006,good
2018-01-10,100,도심권,111121,중구,28,0.023,0.015,0.4,0.003,better
2018-01-10,104,동남권,111274,강동구,38,0.021,0.019,0.4,0.004,good
2018-01-10,104,동남권,111273,송파구,36,0.022,0.015,0.3,0.004,good
2018-01-10,104,동남권,111262,서초구,37,0.021,0.014,0.3,0.005,good
2018-01-10,104,동남권,111261,강남구,28,0.014,0.018000000000000002,0.4,0.005,better
2018-01-10,103,서남권,111301,양천구,30,0.015,0.022,0.4,0.004,better
2018-01-10,103,서남권,111281,금천구,33,0.02,0.021,0.4,0.004,good
2018-01-10,103,서남권,111251,관악구,29,0.017,0.021,0.3,0.006,better
2018-01-10,103,서남권,111241,동작구,33,0.021,0.019,0.4,0.004,good
2018-01-10,103,서남권,111231,영등포구,39,0.015,0.021,0.6,0.006,good
2018-01-10,103,서남권,111221,구로구,38,0.013,0.015,0.4,0.006,good
2018-01-10,103,서남권,111212,강서구,29,0.02,0.02,0.4,0.003,good
2018-01-10,102,동북권,111311,노원구,34,0.024,0.015,0.4,0.005,good
2018-01-10,102,동북권,111291,강북구,31,0.032,0.009000000000000001,0.3,0.004,good
2018-01-10,102,동북권,111171,도봉구,37,0.025,0.01,0.3,0.004,good
2018-01-10,102,동북권,111161,성북구,35,0.023,0.015,0.3,0.005,good
2018-01-10,102,동북권,111152,동대문구,38,0.023,0.016,0.4,0.005,good
2018-01-10,102,동북권,111151,중랑구,42,0.02,0.017,0.4,0.006,normal
2018-01-10,102,동북권,111142,성동구,36,0.017,0.016,0.2,0.004,good
2018-01-10,102,동북권,111141,광진구,32,0.022,0.018000000000000002,0.4,0.003,good
2018-01-10,101,서북권,111201,마포구,30,0.021,0.018000000000000002,0.4,0.004,better
2018-01-10,101,서북권,111181,은평구,40,0.025,0.019,0.5,0.004,good
2018-01-10,100,도심권,111131,용산구,32,0.018000000000000002,0.019,0.3,0.004,good
2018-01-10,100,도심권,111123,종로구,27,0.022,0.019,0.4,0.006,better
2018-01-11,102,동북권,111291,강북구,28,0.028,0.01,0.4,0.005,good
2018-01-11,104,동남권,111274,강동구,35,0.019,0.019,0.5,0.005,normal
2018-01-11,104,동남권,111273,송파구,35,0.021,0.015,0.4,0.005,good
2018-01-11,104,동남권,111262,서초구,36,0.018000000000000002,0.015,0.4,0.006,normal
2018-01-11,104,동남권,111261,강남구,26,0.012,0.02,0.4,0.005,normal
2018-01-11,103,서남권,111301,양천구,30,0.014,0.019,0.5,0.003,normal
2018-01-11,103,서남권,111281,금천구,31,0.018000000000000002,0.021,0.4,0.005,normal
2018-01-11,103,서남권,111251,관악구,30,0.017,0.02,0.3,0.006,normal
2018-01-11,103,서남권,111241,동작구,35,0.018000000000000002,0.018000000000000002,0.4,0.004,normal
2018-01-11,103,서남권,111231,영등포구,38,0.015,0.019,0.6,0.006999999999999999,bad
2018-01-11,103,서남권,111221,구로구,37,0.013,0.013,0.5,0.006,bad
2018-01-11,103,서남권,111212,강서구,31,0.019,0.018000000000000002,0.4,0.004,normal
2018-01-11,102,동북권,111311,노원구,34,0.023,0.014,0.4,0.006,normal
2018-01-11,102,동북권,111171,도봉구,33,0.021,0.01,0.4,0.004,normal
2018-01-11,102,동북권,111161,성북구,32,0.02,0.016,0.4,0.005,normal
2018-01-11,102,동북권,111152,동대문구,37,0.02,0.018000000000000002,0.5,0.006,normal
2018-01-11,102,동북권,111151,중랑구,38,0.018000000000000002,0.018000000000000002,0.5,0.006,bad
2018-01-11,102,동북권,111142,성동구,34,0.015,0.017,0.2,0.005,normal
2018-01-11,102,동북권,111141,광진구,34,0.02,0.019,0.5,0.003,normal
2018-01-11,101,서북권,111201,마포구,31,0.019,0.018000000000000002,0.5,0.005,normal
2018-01-11,101,서북권,111181,은평구,37,0.022,0.018000000000000002,0.5,0.004,normal
2018-01-11,100,도심권,111131,용산구,34,0.017,0.018000000000000002,0.3,0.004,normal
2018-01-11,100,도심권,111123,종로구,30,0.018000000000000002,0.02,0.5,0.006,normal
2018-01-11,100,도심권,111121,중구,29,0.02,0.016,0.5,0.004,normal
2018-01-12,102,동북권,111311,노원구,25,0.018000000000000002,0.027000000000000003,0.5,0.006,better
2018-01-12,104,동남권,111274,강동구,26,0.013,0.035,0.5,0.004,good
2018-01-12,104,동남권,111273,송파구,25,0.017,0.026,0.5,0.005,better
2018-01-12,104,동남권,111262,서초구,27,0.014,0.027000000000000003,0.4,0.006,good
2018-01-12,104,동남권,111261,강남구,20,0.011,0.03,0.5,0.005,good
2018-01-12,103,서남권,111301,양천구,24,0.012,0.03,0.5,0.004,good
2018-01-12,103,서남권,111281,금천구,27,0.014,0.049,0.5,0.005,good
2018-01-12,103,서남권,111251,관악구,26,0.013,0.033,0.4,0.006999999999999999,good
2018-01-12,103,서남권,111241,동작구,27,0.014,0.031,0.4,0.003,good
2018-01-12,103,서남권,111231,영등포구,28,0.014,0.028,0.6,0.006999999999999999,good
2018-01-12,103,서남권,111221,구로구,29,0.011,0.02,0.3,0.006999999999999999,good
2018-01-12,103,서남권,111212,강서구,27,0.017,0.03,0.4,0.004,good
2018-01-12,102,동북권,111291,강북구,16,0.025,0.021,0.4,0.004,better
2018-01-12,102,동북권,111171,도봉구,22,0.017,0.022,0.6,0.003,better
2018-01-12,102,동북권,111161,성북구,23,0.016,0.03,0.5,0.005,good
2018-01-12,102,동북권,111152,동대문구,25,0.02,0.029,0.5,0.006,better
2018-01-12,102,동북권,111151,중랑구,28,0.013,0.033,0.5,0.006,good
2018-01-12,102,동북권,111142,성동구,24,0.013,0.026,0.5,0.004,good
2018-01-12,102,동북권,111141,광진구,24,0.017,0.031,0.5,0.004,good
2018-01-12,101,서북권,111201,마포구,23,0.017,0.028,0.5,0.005,better
2018-01-12,101,서북권,111181,은평구,24,0.022,0.026,0.5,0.004,better
2018-01-12,100,도심권,111131,용산구,22,0.015,0.029,0.3,0.004,better
2018-01-12,100,도심권,111123,종로구,21,0.017,0.03,0.5,0.006,good
2018-01-12,100,도심권,111121,중구,20,0.018000000000000002,0.026,0.5,0.003,better
2018-01-13,100,도심권,111131,용산구,51,0.003,0.048,0.5,0.005,bad
2018-01-13,104,동남권,111274,강동구,50,0.003,0.051,0.7,0.005,worse
2018-01-13,104,동남권,111273,송파구,48,0.004,0.044,0.7,0.005,normal
2018-01-13,104,동남권,111262,서초구,57,0.003,0.043,0.7,0.006,worse
2018-01-13,104,동남권,111261,강남구,44,0.002,0.049,0.7,0.005,worse
2018-01-13,103,서남권,111301,양천구,51,0.002,0.053,0.9,0.004,worse
2018-01-13,103,서남권,111281,금천구,52,0.003,0.052000000000000005,0.8,0.005,worse
2018-01-13,103,서남권,111251,관악구,52,0.003,0.055,0.7,0.006999999999999999,worse
2018-01-13,103,서남권,111241,동작구,54,0.003,0.053,0.7,0.004,worse
2018-01-13,103,서남권,111231,영등포구,53,0.005,0.043,0.7,0.006999999999999999,worse
2018-01-13,103,서남권,111221,구로구,54,0.003,0.032,0.5,0.006999999999999999,worse
2018-01-13,103,서남권,111212,강서구,58,0.003,0.059,0.8,0.004,worse
2018-01-13,100,도심권,111123,종로구,48,0.003,0.055,0.9,0.006,bad
2018-01-13,102,동북권,111311,노원구,54,0.003,0.051,0.9,0.006999999999999999,bad
2018-01-13,100,도심권,111121,중구,54,0.003,0.053,0.9,0.005,worse
2018-01-13,102,동북권,111291,강북구,54,0.003,0.055,0.9,0.005,bad
2018-01-13,102,동북권,111171,도봉구,52,0.004,0.051,0.9,0.006,bad
2018-01-13,102,동북권,111161,성북구,53,0.003,0.052000000000000005,0.9,0.006,worse
2018-01-13,102,동북권,111152,동대문구,59,0.003,0.06,0.7,0.006,bad
2018-01-13,102,동북권,111151,중랑구,53,0.003,0.047,0.7,0.006,bad
2018-01-13,102,동북권,111142,성동구,51,0.003,0.044,0.7,0.006,worse
2018-01-13,102,동북권,111141,광진구,54,0.004,0.049,0.7,0.004,bad
2018-01-13,101,서북권,111201,마포구,56,0.002,0.054000000000000006,0.9,0.005,worse
2018-01-13,101,서북권,111191,서대문구,93,0.003,0.047,1.1,0.004,worse
2018-01-13,101,서북권,111181,은평구,51,0.005,0.053,0.9,0.005,bad
2018-01-14,102,동북권,111311,노원구,77,0.008,0.047,1.0,0.006999999999999999,serious
2018-01-14,104,동남권,111274,강동구,70,0.01,0.041,0.8,0.005,serious
2018-01-14,104,동남권,111273,송파구,65,0.013,0.034,0.8,0.005,bad
2018-01-14,104,동남권,111262,서초구,75,0.012,0.032,0.7,0.006,serious
2018-01-14,104,동남권,111261,강남구,63,0.006999999999999999,0.037000000000000005,0.6,0.006,serious
2018-01-14,103,서남권,111301,양천구,66,0.008,0.042,0.8,0.0,serious
2018-01-14,103,서남권,111281,금천구,68,0.015,0.039,0.8,0.004,serious
2018-01-14,103,서남권,111251,관악구,63,0.011,0.043,0.7,0.008,serious
2018-01-14,103,서남권,111241,동작구,70,0.013,0.043,0.7,0.004,serious
2018-01-14,103,서남권,111231,영등포구,69,0.01,0.034,0.7,0.006999999999999999,serious
